PM 2.5,Dew Point (Celcius Degree),Humidity,Pressure,Temperature,Cumulated wind speed,Precipitation
216,-1,65,1022,5,0.89,0
247,-2,56,1021,6,1.79,0
254,-1,52,1020,8,0.89,0
271,-2,42,1019,10,1.79,0
302,-2,40,1018,11,3.13,0
294,-1,43,1017,11,1.79,0
280,-1,43,1017,11,3.58,0
294,0,46,1017,11,1.79,0
302,1,57,1017,9,1.79,0
324,1,57,1018,9,2.68,0
315,2,70,1018,7,3.57,0
328,2,75,1020,6,4.46,0
355,1,75,1020,5,0.89,0
405,1,80,1021,4,1.79,0
347,0,80,1021,3,4.92,0
346,0,86,1021,2,8.05,0
342,0,75,1022,4,12.07,0
327,0,75,1022,4,13.86,0
332,0,75,1023,4,1.79,0
328,0,86,1023,2,3.13,0
325,0,80,1025,3,8.05,0
315,0,65,1025,6,11.18,0
295,0,53,1026,9,14.31,0
239,0,46,1026,11,17.44,0
212,-1,35,1026,14,0.89,0
214,-2,33,1025,14,2.68,0
215,-3,30,1024,14,1.79,0
208,-3,28,1023,15,6.71,0
229,-2,33,1022,14,10.73,0
235,-2,33,1021,14,14.75,0
199,-1,37,1021,13,18.77,0
251,2,50,1020,12,22.79,0
280,3,61,1020,10,25.92,0
250,3,61,1020,10,29.05,0
205,2,65,1020,8,32.18,0
202,1,65,1020,7,35.31,0
204,0,65,1019,6,0.89,0
216,1,70,1018,6,0.89,0
221,1,75,1018,5,2.68,0
227,0,70,1017,5,0.89,0
235,0,75,1016,4,1.78,0
236,0,70,1014,5,2.23,0
232,0,75,1014,4,3.12,0
241,0,75,1013,4,1.79,0
258,0,80,1012,3,3.58,0
273,1,75,1011,5,0.89,0
287,1,70,1011,6,1.79,0
316,2,65,1010,8,3.58,0
337,2,57,1009,10,0.89,0
359,2,53,1008,11,2.68,0
394,3,50,1006,13,1.79,0
393,3,44,1004,15,3.58,0
402,4,47,1003,15,6.71,0
400,4,44,1002,16,9.84,0
422,3,44,1002,15,11.63,0
429,3,57,1001,11,13.42,0
480,4,61,1001,11,0.89,0
512,3,75,1002,7,1.79,0
541,5,81,1002,8,0.89,0
522,3,75,1002,7,1.78,0
498,5,81,1001,8,0.89,0
517,3,70,1002,8,4.91,0
246,3,70,1002,8,8.04,0
39,2,80,1002,5,12.96,0
14,2,70,1002,7,16.98,0
15,-10,23,1002,10,25.92,0
10,-9,25,1003,10,34.86,0
13,-9,26,1004,9,47.82,0
9,-17,16,1007,7,59.89,0
13,-16,17,1008,7,71.07,0
10,-18,14,1009,7,80.01,0
7,-21,9,1009,10,85.82,0
6,-20,10,1010,9,4.92,0
9,-21,10,1010,9,8.94,0
10,-22,8,1009,11,1.79,0
19,-22,7,1008,13,4.02,0
14,-22,7,1007,12,7.15,0
22,-21,8,1006,11,4.92,0
25,-20,10,1006,10,9.84,0
87,-18,12,1006,9,16.99,0
49,-3,52,1007,6,25.93,0
36,-4,55,1009,4,33.98,0
30,-4,59,1010,3,41.13,0
35,-5,59,1010,2,46.05,0
30,-5,59,1010,2,50.07,0
33,-5,64,1011,1,53.2,0
34,-4,69,1012,1,56.33,0
36,-3,74,1012,0,4.02,0
25,-2,80,1012,-1,7.15,0
23,-3,80,1012,0,8.94,0
22,-3,80,1011,0,10.73,0
34,-3,80,1012,0,11.62,0
34,-3,80,1012,0,12.51,0
48,-2,74,1013,2,1.79,0
59,-2,69,1013,3,3.13,0
68,-3,64,1014,3,4.02,0
69,-2,64,1013,4,3.13,0
69,-1,67,1013,5,6.26,0
69,0,70,1013,5,4.02,0
72,0,70,1013,5,3.13,0
63,1,75,1013,5,7.15,0
57,1,80,1014,4,11.17,0
41,1,86,1015,3,15.19,0.7
60,1,93,1016,2,18.32,0.5
69,1,93,1017,2,19.21,0.5
100,0,93,1016,1,0.89,0.7
105,0,96.5,1018,1,1.78,0.6
83,0,100,1022,0,1.79,0.4
75,0,100,1022,0,5.81,0.8
62,-1,100,1022,-1,8.94,1.3
53,-1,100,1023,-1,10.73,1.6
54,-2,100,1024,-2,12.52,0.7
45,-2,100,1025,-2,0.89,0.7
29,-2,100,1025,-2,1.79,1
28,-3,92,1025,-2,2.68,0.8
36,-3,100,1025,-3,4.47,0
39,-3,92,1025,-2,7.6,0
48,-2,92,1026,-1,8.49,0
63,-1,92,1027,0,9.38,0
56,-2,86,1027,0,11.17,0
56,-6,55,1026,2,3.13,0
65,-10,37,1025,3,8.05,0
49,-10,35,1024,4,12.97,0
53,-10,32,1023,5,16.99,0
53,-8,38,1022,5,4.02,0
63,-6,41,1021,6,7.15,0
70,-6,44,1021,5,11.17,0
91,-5,51,1020,4,14.3,0
97,-3,64,1020,3,19.22,0
102,-3,69,1020,2,23.24,0
109,-3,69,1020,2,27.26,0
119,-3,74,1020,1,30.39,0
118,-3,69,1019,2,32.18,0
114,-3,69,1018,2,35.31,0
98,-3,69,1018,2,38.44,0
91,-3,74,1017,1,41.57,0
94,-4,69,1016,1,44.7,0
97,-4,74,1015,0,47.83,0
108,-4,74,1014,0,49.62,0
107,-4,74,1014,0,51.41,0
104,-3,80,1013,0,0.89,0
105,-4,69,1013,1,3.13,0
123,-4,64,1012,2,4.92,0
148,-3,60,1011,4,0.89,0
164,-3,60,1010,4,1.79,0
173,-3,52,1009,6,3.58,0
172,-3,48,1008,7,0.89,0
183,-2,49,1007,8,2.68,0
192,-2,49,1006,8,1.79,0
198,-2,49,1006,8,0.89,0
210,-1,52,1005,8,3.13,0
224,-1,60,1006,6,8.05,0
224,-1,65,1007,5,11.18,0
224,-1,65,1008,5,1.79,0
211,-1,69,1009,4,4.02,0
210,-1,65,1011,5,8.04,0
209,-1,69,1011,4,11.17,0
166,-1,80,1013,2,16.09,0
125,-4,64,1014,2,4.02,0
94,-7,38,1014,6,8.04,0
51,-7,47,1015,3,4.02,0
58,-5,59,1015,2,8.04,0
51,-8,44,1017,3,1.79,0
17,-10,37,1018,3,5.81,0
14,-10,37,1019,3,1.79,0
18,-14,22,1020,6,0.89,0
17,-13,22,1020,7,1.79,0
66,-13,20,1020,8,1.79,0
63,-7,33,1020,8,4.92,0
62,-9,28,1019,8,8.94,0
73,-7,31,1018,9,14.75,0
76,-8,27,1018,10,19.67,0
62,-6,31,1017,10,25.48,0
74,-7,29,1016,10,31.29,0
82,-6,31,1016,10,37.1,0
74,-5,36,1016,9,42.91,0
69,-5,42,1017,7,46.93,0
63,-4,48,1017,6,51.85,0
61,-4,55,1018,4,55.87,0
58,-4,55,1018,4,59.89,0
54,-3,69,1018,2,64.81,0
50,-3,74,1018,1,68.83,0
51,-3,80,1017,0,71.96,0
51,-3,80,1016,0,73.75,0
51,-3,74,1015,1,75.54,0
52,-3,74,1015,1,79.56,0
56,-3,80,1014,0,82.69,0
60,-3,80,1014,0,86.71,0
76,-3,74,1014,1,89.84,0
97,-4,69,1012,1,94.76,0
86,-4,59,1011,3,97.89,0
88,-4,59,1011,3,101.02,0
91,-5,55,1011,3,1.79,0
90,-5,45,1011,6,1.79,0
96,-6,44,1010,5,0.89,0
94,-6,36,1010,8,1.78,0
86,-5,39,1009,8,1.79,0
71,-10,19,1010,13,12.07,0
18,-11,18,1011,12,25.93,0
15,-11,23,1014,9,38,0
11,-13,22,1017,7,47.83,0
12,-13,24,1018,6,57.66,0
8,-15,21,1020,5,64.81,0
5,-14,27,1021,3,69.73,0
9,-15,25,1022,3,4.92,0
10,-16,24,1023,2,9.84,0
9,-16,24,1023,2,15.65,0
11,-15,29,1023,1,21.46,0
9,-13,36,1024,0,26.38,0
11,-13,39,1023,-1,5.81,0
13,-12,42,1024,-1,3.13,0
18,-12,42,1024,-1,4.92,0
18,-13,34,1025,1,1.79,0
11,-17,19,1025,4,6.71,0
12,-17,19,1025,4,11.63,0
12,-18,15,1025,6,15.65,0
11,-17,17,1024,6,1.79,0
15,-18,13,1023,8,3.13,0
13,-18,13,1022,8,6.26,0
12,-19,12,1021,8,0.89,0
12,-19,11,1019,9,2.68,0
15,-18,12,1018,9,4.02,0
21,-17,14,1018,9,8.04,0
32,-15,17,1018,8,11.17,0
50,-14,22,1019,6,14.3,0
60,-14,22,1019,6,18.32,0
56,-13,25,1020,5,20.11,0
58,-12,30,1021,4,23.24,0
71,-10,37,1021,3,0.89,0
91,-7,51,1022,2,4.02,0
88,-7,51,1022,2,7.15,0
90,-5,69,1023,0,12.07,0
74,-5,69,1023,0,16.09,0
86,-5,74,1023,-1,19.22,0
103,-6,68,1023,-1,0.89,0
119,-6,68,1024,-1,1.78,0
121,-5,69,1024,0,2.67,0
137,-5,64,1024,1,3.56,0
126,-6,51,1024,3,1.79,0
112,-7,44,1024,4,1.79,0
137,-8,33,1022,7,3.13,0
129,-8,29,1021,9,3.13,0
137,-9,25,1020,10,4.92,0
123,-9,23,1019,11,3.13,0
115,-9,23,1019,11,6.26,0
117,-10,21,1018,11,10.28,0
135,-9,25,1018,10,13.41,0
150,-9,28,1018,8,15.2,0
127,-8,33,1019,7,16.99,0
102,-7,36,1019,7,18.78,0
97,-7,38,1019,6,20.57,0
98,-7,44,1018,4,22.36,0
110,-8,38,1018,5,25.49,0
128,-8,38,1018,5,28.62,0
153,-8,41,1017,4,30.41,0
174,-7,51,1017,2,32.2,0
187,-6,59,1016,1,0.45,0
188,-4,74,1016,0,0.9,0
196,-4,74,1016,0,0.89,0
196,-3,80,1017,0,0.89,0
205,0,75,1016,4,1.79,0
217,0,70,1016,5,4.92,0
229,0,60,1016,7,6.71,0
240,0,56,1015,8,8.5,0
231,0,49,1014,10,11.63,0
211,-1,40,1012,12,15.65,0
210,-2,35,1012,13,19.67,0
219,-3,32,1011,13,24.59,0
210,-3,32,1010,13,30.4,0
223,-2,35,1009,13,34.42,0
220,-1,40,1009,12,37.55,0
223,0,53,1009,9,0.89,0
234,1,61,1010,8,1.79,0
231,1,53,1010,10,3.58,0
154,1,61,1010,8,6.71,0
128,3,66,1010,9,10.73,0
132,3,70,1009,8,13.86,0
134,2,75,1009,6,16.99,0
135,3,75,1009,7,18.78,0
134,3,86,1008,5,20.57,0
139,4,93,1007,5,22.36,0
171,3,86,1007,5,24.15,0
204,4,86,1008,6,25.94,0
183,4,86,1009,6,0.89,0
179,4,86,1010,6,4.92,0
192,4,75,1010,8,6.71,0
194,5,66,1010,11,0.89,0
156,4,54,1009,13,1.79,0
84,2,41,1009,15,1.79,0
21,-6,18,1008,18,4.02,0
16,-6,16,1008,20,8.94,0
15,-8,14,1008,20,16.09,0
17,-10,13,1008,19,25.03,0
26,-15,9,1009,17,36.21,0
16,-18,9,1011,14,46.04,0
15,-19,9,1013,12,50.96,0
15,-19,10,1014,11,56.77,0
16,-19,11,1016,10,4.92,0
15,-19,11,1018,9,8.94,0
16,-19,12,1019,8,12.96,0
8,-18,13,1020,8,16.98,0
8,-19,13,1020,7,21.9,0
7,-19,14,1020,6,25.92,0
8,-17,18,1020,5,29.05,0
16,-18,17,1020,5,32.18,0
17,-16,23,1021,3,0.89,0
25,-13,31,1022,2,1.79,0
17,-12,30,1022,4,3.58,0
13,-20,13,1023,6,0.89,0
19,-20,12,1023,7,3.13,0
18,-21,10,1023,8,4.92,0
15,-20,10,1023,9,0.89,0
21,-14,16,1022,10,4.92,0
11,-11,21,1022,10,9.84,0
21,-14,15,1020,11,14.76,0
20,-16,12,1019,12,20.57,0
22,-17,10,1019,13,4.02,0
17,-21,7,1019,13,1.79,0
60,-18,10,1019,12,1.79,0
97,-16,14,1019,10,1.79,0
120,-7,29,1020,10,5.81,0
111,-4,42,1021,8,7.6,0
109,-3,42,1022,9,9.39,0
110,-3,56,1022,5,11.18,0
93,-3,60,1022,4,1.79,0
103,-3,74,1022,1,0.89,0
100,-4,69,1022,1,1.79,0
110,-4,74,1022,0,1.79,0
100,-6,55,1022,2,0.89,0
93,-6,59,1023,1,0.89,0
97,-5,64,1024,1,0.45,0
116,-3,69,1024,2,1.79,0
127,-3,64,1024,3,3.13,0
117,-4,52,1024,5,7.15,0
90,-8,29,1023,9,4.02,0
78,-11,23,1023,9,4.02,0
119,-14,16,1022,10,8.94,0
121,-11,14,1021,10,12.96,0
108,-8,29,1020,9,16.98,0
93,-9,25,1020,10,18.77,0
97,-9,25,1020,10,20.56,0
100,-7,31,1019,9,3.13,0
101,-6,34,1019,9,4.92,0
80,-4,42,1020,7,1.79,0
75,-4,48,1021,6,3.13,0
58,-5,51,1022,4,7.15,0
66,-5,51,1022,4,11.17,0
60,-7,44,1023,4,14.3,0
72,-6,51,1023,3,17.43,0
75,-6,51,1023,3,19.22,0
82,-7,47,1023,3,22.35,0
85,-8,44,1022,3,0.45,0
82,-7,47,1022,3,0.9,0
81,-8,47,1022,2,1.79,0
84,-7,51,1023,2,3.58,0
90,-5,64,1023,1,5.37,0
93,-7,38,1023,6,8.5,0
100,-7,36,1024,7,3.13,0
122,-7,36,1024,7,6.26,0
90,-6,36,1024,8,9.39,0
97,-6,34,1023,9,12.52,0
116,-5,34,1022,10,15.65,0
110,-4,34,1021,11,19.67,0
98,-2,42,1021,10,24.59,0
104,-1,49,1020,9,29.51,0
85,0,49,1020,7,33.53,0
91,0,60,1021,7,37.55,0
98,0,65,1021,6,41.57,0
107,0,70,1022,5,44.7,0
100,0,75,1023,4,47.83,0
101,0,75,1023,4,49.62,0
107,0,80,1024,3,51.41,0
105,1,80,1024,4,53.2,0
106,1,80,1024,4,56.33,0
109,1,80,1023,4,59.46,0
130,1,80,1023,4,61.25,0
131,1,86,1022,3,63.04,0
140,1,86,1022,3,64.83,0
141,1,80,1022,4,66.62,0
155,2,86,1022,4,68.41,0
174,2,86,1022,4,70.2,0
193,2,86,1022,4,73.33,0
203,2,86,1022,4,76.46,0
230,2,80,1021,5,79.59,0
227,3,75,1020,7,81.38,0
251,3,75,1018,6,83.17,0
248,3,81,1017,6,86.3,0
243,3,75,1016,7,88.09,0
253,3,75,1015,7,91.22,0
258,3,75,1015,7,1.79,0
254,3,75,1015,7,3.58,0
259,3,86,1015,5,3.13,0
256,2,75,1015,6,4.92,0
255,2,80,1015,5,8.05,0
246,3,81,1015,6,11.18,0
244,3,75,1015,7,14.31,0
259,3,75,1015,7,0.89,0
244,3,81,1015,6,4.02,0
256,2,75,1014,6,0.89,0
250,3,75,1014,7,3.13,0
245,3,75,1014,7,1.79,0
247,3,93,1013,4,0.89,0
247,2,93,1014,3,1.79,0
158,3,81,1014,6,3.58,0
18,4,75,1014,8,5.37,0
15,-3,32,1014,13,5.81,0
15,-4,28,1015,14,14.75,0
29,-4,28,1016,14,23.69,0
39,0,35,1016,15,31.74,0
37,-2,30,1016,15,8.94,0
39,-4,25,1017,16,14.75,0
41,-7,21,1017,15,8.05,0
38,-6,22,1017,15,5.81,0
31,-7,22,1018,14,9.83,0
29,-7,22,1019,14,11.62,0
20,-9,23,1020,11,4.02,0
19,-10,26,1021,8,7.15,0
7,-12,19,1022,10,12.07,0
7,-20,16,1022,10,16.99,0
6,-18,12,1023,9,21.91,0
13,-14,22,1023,6,1.79,0
20,-13,27,1023,4,3.13,0
49,-12,30,1023,4,0.89,0
64,-9,47,1023,1,3.13,0
96,-7,55,1022,1,0.45,0
122,-6,68,1022,-1,1.34,0
133,-5,69,1022,0,1.79,0
175,-2,56,1022,6,1.79,0
176,-3,45,1021,8,3.58,0
164,-1,46,1021,10,1.79,0
169,1,43,1019,13,3.58,0
155,-2,33,1018,14,4.02,0
144,-3,26,1016,16,8.04,0
119,-3,25,1015,17,12.96,0
113,-4,22,1014,18,17.88,0
130,-5,20,1013,18,23.69,0
123,-5,20,1012,18,28.61,0
108,-5,21,1011,17,32.63,0
112,-3,30,1011,14,36.65,0
111,-3,30,1011,14,39.78,0
122,-2,40,1012,11,41.57,0
130,-1,46,1011,10,43.36,0
138,-2,40,1011,11,0.89,0
149,-2,49,1011,8,1.78,0
153,-1,60,1010,6,0.89,0
184,-1,65,1010,5,1.79,0
179,-1,74,1009,3,0.89,0
183,-1,74,1010,3,0.89,0
194,-1,74,1010,3,0.89,0
184,0,75,1010,4,0.89,0
153,1,80,1011,4,1.79,0
150,1,53,1012,10,3.58,0
126,-1,37,1012,13,3.13,0
156,-1,29,1012,17,4.02,0
156,0,29,1012,18,8.04,0
178,0,29,1012,18,15.19,0
243,2,32,1011,19,21,0
122,-1,27,1012,18,28.15,0
100,-1,29,1012,17,36.2,0
73,-3,26,1012,16,44.25,0
60,-4,25,1012,16,50.06,0
46,-4,28,1013,14,54.98,0
33,-4,32,1014,12,58.11,0
32,-4,34,1015,11,59.9,0
34,-4,37,1015,10,61.69,0
37,-4,39,1016,9,64.82,0
38,-4,42,1016,8,66.61,0
38,-3,48,1016,7,68.4,0
47,-4,39,1016,9,71.53,0
61,-4,39,1015,9,73.32,0
48,-4,42,1015,8,76.45,0
47,-4,39,1015,9,79.58,0
56,-4,42,1014,8,81.37,0
72,-3,45,1015,8,83.16,0
89,-4,39,1015,9,0.89,0
92,-4,37,1015,10,1.79,0
83,-5,34,1015,10,0.89,0
87,-5,34,1016,10,1.78,0
89,-5,32,1015,11,2.67,0
100,-5,32,1014,11,3.56,0
107,-5,32,1013,11,1.79,0
98,-5,32,1013,11,5.81,0
78,-1,49,1012,9,10.73,0
83,4,81,1012,7,16.54,0.5
84,5,87,1013,7,21.46,1
91,5,93,1013,6,26.38,0
99,5,93,1014,6,30.4,1.7
99,5,93,1015,6,34.42,0.9
111,5,93,1015,6,38.44,0.3
118,5,93,1016,6,42.46,0.2
122,5,93,1016,6,45.59,1
117,5,93,1016,6,49.61,0.4
113,5,93,1016,6,51.4,0.4
108,6,100,1017,6,54.53,0.3
110,5,93,1017,6,56.32,0.3
121,5,93,1017,6,59.45,0.7
122,5,93,1016,6,0.89,0
116,5,100,1016,5,1.79,0
106,5,93,1016,6,3.58,0
107,6,93,1017,7,6.71,0
111,7,87,1017,9,8.5,0
122,7,76,1017,11,13.42,0
88,4,50,1017,14,21.47,0
24,-3,30,1017,14,30.41,0
9,-5,26,1017,14,39.35,0
12,-5,26,1017,14,47.4,0
15,-7,24,1017,13,57.23,0
11,-9,20,1017,13,67.06,0
11,-6,27,1018,12,76,0
9,-5,22,1019,9,84.94,0
10,-10,24,1020,9,93.88,0
9,-8,33,1022,7,98.8,0
8,-10,32,1023,5,104.61,0
9,-9,35,1023,4,108.63,0
8,-9,40,1023,3,111.76,0
7,-9,43,1023,2,1.79,0
6,-9,40,1023,3,1.79,0
6,-9,43,1022,2,1.79,0
6,-8,44,1021,3,4.02,0
5,-7,55,1021,1,5.81,0
12,-4,80,1020,-1,0.89,0
9,-5,69,1020,0,1.79,0
17,-3,64,1020,3,3.58,0
11,-9,30,1020,7,6.71,0
16,-11,21,1020,10,13.86,0
13,-13,17,1020,11,19.67,0
10,-12,17,1018,12,27.72,0
12,-11,18,1017,12,4.02,0
10,-12,16,1016,13,8.94,0
15,-11,16,1015,14,3.13,0
11,-12,15,1014,14,1.79,0
13,-12,15,1013,14,3.13,0
11,-13,15,1012,13,6.26,0
14,-12,17,1011,12,9.39,0
24,-10,24,1011,9,12.52,0
33,-10,23,1012,10,16.54,0
34,-9,28,1012,8,19.67,0
32,-8,33,1012,7,21.46,0
36,-7,36,1012,7,23.25,0
43,-8,35.5,1012,6,25.04,0
55,-8,35,1011,6,28.17,0
57,-7,38,1010,6,31.3,0
57,-3,60,1010,4,34.43,0
59,-3,64,1010,3,38.45,0
104,-3,64,1010,3,41.58,0
90,-3,64,1010,3,45.6,0
69,-3,60,1011,4,49.62,0
67,-3,56,1011,5,54.54,0
63,-2,52,1011,7,58.56,0
71,-2,45,1010,9,62.58,0
77,-1,43,1008,11,66.6,0
80,-1,40,1007,12,71.52,0
89,-2,35,1006,13,75.54,0
106,-4,28,1005,14,80.46,0
114,-1,33,1004,15,86.27,0
126,-1,35,1003,14,91.19,0
97,-1,40,1003,12,96.11,0
83,-1,40,1003,12,101.03,0
97,-2,40,1005,11,104.16,0
90,-2,40,1006,11,105.95,0
93,-2,37,1008,12,1.79,0.1
78,4,70,1008,9,4.92,0
54,3,66,1008,9,3.13,0
59,2,65,1008,8,1.79,0
44,2,70,1007,7,3.13,0
22,1,53,1008,7,8.05,0
27,1,61,1009,8,5.81,0
33,-15,16,1010,9,14.75,0
29,-21,10,1010,8,24.58,0
13,-22,9,1011,8,34.41,0
15,-20,12,1012,7,45.59,0
17,-17,15,1012,8,56.77,0
16,-17,14,1013,9,68.84,0
14,-15,15,1013,10,80.91,0
14,-15,14,1013,11,92.98,0
12,-15,13,1012,12,104.16,0
17,-16,12,1012,12,115.34,0
13,-16,12,1012,12,126.52,0
12,-16,11,1012,13,136.35,0
17,-17,11,1012,12,148.42,0
12,-16,12,1013,12,159.6,0
16,-16,13,1014,11,168.54,0
10,-17,13,1014,10,178.37,0
15,-16,15,1015,9,187.31,0
11,-16,15,1016,9,196.25,0
13,-15,17,1016,8,203.4,0
12,-13,20,1016,8,212.34,0
10,-13,20,1015,8,221.28,0
8,-11,26,1016,7,229.33,0
6,-11,26,1015,7,239.16,0
8,-11,26,1016,7,247.21,0
8,-11,28,1017,6,251.23,0
9,-11,28,1018,6,260.17,0
9,-10,32,1018,5,265.09,0
11,-11,26,1019,7,270.01,0
10,-11,24,1019,8,278.95,0
12,-12,19,1020,10,286.1,0
13,-12,19,1021,10,295.04,0
13,-13,16,1021,12,302.19,0
14,-13,16,1020,12,309.34,0
14,-15,12,1020,13,316.49,0
14,-12,17,1020,12,321.41,0
11,-11,20,1020,11,1.79,0
11,-10,21,1019,11,4.02,0
12,-12,18,1020,11,12.07,0
13,-11,21,1020,10,20.12,0
14,-15,16,1021,9,25.93,0
22,-13,19,1022,9,33.08,0
11,-13,20,1022,8,40.23,0
11,-13,22,1023,7,46.04,0
10,-12,26,1023,6,51.85,0
10,-11,28,1022,6,56.77,0
11,-10,30,1022,6,62.58,0
9,-10,30,1022,6,68.39,0
11,-11,30,1022,5,73.31,0
8,-10,32,1021,5,79.12,0
9,-9,35,1021,5,84.93,0
11,-9,38,1021,4,89.85,0
8,-9,33,1021,6,94.77,0
12,-10,26,1021,8,102.82,0
12,-10,24,1021,9,110.87,0
12,-11,20,1021,11,120.7,0
10,-13,17,1020,11,129.64,0
10,-15,13,1019,12,138.58,0
14,-15,13,1018,12,147.52,0
17,-13,15,1018,13,157.35,0
10,-12,17,1017,12,167.18,0
7,-13,15,1016,13,175.23,0
6,-14,15,1016,11,182.38,0
10,-14,15,1016,11,189.53,0
17,-14,16,1017,10,194.45,0
17,-14,18,1017,9,197.58,0
21,-15,16,1018,9,201.6,0
26,-16,15,1018,9,204.73,0
21,-13,22,1018,7,207.86,0
27,-13,22,1019,7,210.99,0
29,-12,24,1019,7,214.12,0
41,-10,43,1019,1,218.14,0
16,-11,34,1019,3,219.93,0
15,-10,40,1019,2,223.06,0
13,-10,40,1019,2,224.85,0
19,-11,28,1019,6,229.77,0
19,-12,22,1020,8,236.92,0
18,-13,18,1020,10,245.86,0
10,-15,13,1020,12,263.74,0
13,-15,11,1020,14,271.79,0
12,-16,10,1019,15,280.73,0
14,-17,8,1018,16,288.78,0
9,-16,9,1017,17,295.93,0
8,-17,7,1016,18,305.76,0
6,-17,7,1016,18,313.81,0
6,-18,7,1016,17,321.86,0
5,-18,8,1016,16,329.91,0
11,-16,11,1016,13,1.79,0
22,-12,18,1017,11,3.58,0
41,-7,33,1017,8,0.89,0
49,-11,23,1017,9,1.79,0
32,-13,16,1017,12,5.81,0
38,-11,23,1017,9,8.94,0
41,-7,38,1017,6,0.89,0
35,-8,38,1017,5,1.78,0
42,-4,55,1016,4,0.89,0
55,-4,64,1016,2,0.89,0
62,-6,51,1016,3,1.34,0
66,-6,59,1016,1,3.13,0
64,-4,52,1016,5,0.89,0
53,-7,29,1016,10,0.89,0
62,-8,23,1016,12,1.78,0
53,-10,17,1016,14,1.79,0
50,-12,13,1015,16,3.58,0
62,-10,13,1014,18,0.89,0
74,-10,13,1013,18,1.79,0
41,-9,12,1011,21,4.92,0
29,-8,11,1009,23,8.94,0
45,-8,11,1008,23,13.86,0
54,-6,13,1008,23,19.67,0
52,-4,18,1008,21,22.8,0
51,-3,20,1008,20,1.79,0
47,-1,29,1009,17,2.68,0
52,-2,25,1008,18,1.79,0
54,0,26,1007,20,7.6,0
59,0,29,1006,18,0.89,0
57,1,50,1006,11,0.89,0
65,1,50,1005,11,0.89,0
91,2,41,1004,15,3.13,0
100,1,61,1003,8,0.89,0
109,1,61,1002,8,1.78,0
101,2,70,1002,7,2.67,0
111,2,80,1002,5,1.79,0
101,4,70,1002,9,3.58,0
110,3,50,1002,13,1.79,0
117,3,39,1002,17,1.79,0
132,2,32,1002,19,1.79,0
117,2,25,1002,23,3.13,0
75,0,19,1002,25,4.92,0
25,2,20,1002,26,11.18,0
14,1,22,1002,24,21.01,0
16,0,18,1003,26,29.95,0
13,-2,16,1003,25,38,0
10,-4,16,1004,23,47.83,0
10,-5,16,1005,21,57.66,0
8,-6,20,1006,17,65.71,0
10,-9,15,1007,17,75.54,0
10,-9,19,1009,14,81.35,0
12,-13,14,1010,14,88.5,0
8,-14,13,1011,13,7.15,0
6,-15,13,1012,12,15.2,0
5,-16,13,1013,11,19.22,0
6,-18,12,1013,10,4.92,0
7,-18,13,1013,8,1.79,0
6,-14,25,1013,4,3.13,0
4,-15,21,1014,5,4.02,0
6,-15,21,1014,5,7.15,0
9,-17,15,1014,8,11.17,0
7,-18,12,1015,10,3.13,0
10,-18,11,1015,11,1.79,0
34,-18,10,1014,12,1.79,0
59,-13,14,1013,14,0.89,0
53,-5,24,1011,15,3.13,0
45,-5,24,1010,15,7.15,0
38,-6,21,1009,16,11.17,0
39,-5,23,1008,16,16.98,0
45,-6,20,1007,17,22.79,0
42,-6,21,1006,16,27.71,0
43,-5,24,1005,15,32.63,0
50,-4,28,1005,14,36.65,0
48,-4,28,1005,14,39.78,0
56,-4,30,1005,13,42.91,0
63,-3,34,1006,12,46.04,0
59,-2,42,1006,10,49.17,0
53,-3,37,1006,11,52.3,0
42,-2,45,1005,9,0.89,0
44,-1,52,1005,8,1.79,0
50,-1,52,1005,8,3.58,0
65,-1,56,1005,7,0.89,0
70,-1,56,1004,7,1.78,0
73,-1,60,1005,6,0.89,0
71,1,57,1005,9,0.89,0
62,-2,40,1006,11,1.79,0
73,-4,30,1005,13,3.13,0
73,-4,28,1005,14,1.79,0
78,-3,26,1004,16,4.92,0
79,-3,25,1003,17,8.94,0
79,-3,22,1002,19,12.96,0
89,-1,27,1001,18,17.88,0
99,1,29,1000,19,22.8,0
102,3,39,1000,17,34.42,0
81,4,47,1000,15,41.57,0
69,3,50,1001,13,47.38,0
64,2,50,1002,12,52.3,0
55,1,50,1003,11,55.43,0
53,0,49,1003,10,57.22,0
50,-1,46,1003,10,59.01,0
57,-1,49,1003,9,62.14,0
53,0,49,1004,10,4.02,0
63,0,53,1002,9,0.45,0
64,0,49,1003,10,2.24,0
61,1,57,1003,9,1.79,0
63,0,56,1003,8,3.58,0
58,1,70,1004,6,6.71,0
74,2,53,1005,11,8.5,0
70,1,43,1006,13,3.13,0
80,2,41,1007,15,6.26,0
70,-1,27,1008,18,16.1,0
57,-3,22,1007,19,20.12,0
39,-4,18,1007,21,0.89,0
36,-4,18,1006,21,2.68,0
28,-3,19,1006,21,4.47,0
27,-3,20,1006,20,4.02,0
62,0,27,1006,19,9.83,0
96,-2,30,1007,15,16.98,0
81,-2,37,1010,12,21.9,0
78,-2,40,1011,11,26.82,0
75,-1,46,1012,10,32.63,0
57,-1,49,1013,9,37.55,0
48,0,53,1013,9,41.57,0
52,1,61,1013,8,44.7,0
47,1,61,1013,8,47.83,0
37,1,61,1013,8,49.62,0
27,1,61,1012,8,0.89,0
28,1,61,1012,8,1.79,0
34,1,61,1012,8,4.92,0
